line	baselineClassification	classification	logical	remaining	steps	patterns	givens	stalledGrid	image	incorrectStep	incorrectElimination	incorrectCandidateLoss
1311	Unique	Unique	false	57	5	HiddenSingle,LockedCandidatesPointing	...2..7.6..5....9..3.6.........4.5...9.17.86......2.....1...45......4..3..8.1....	...2..7.6..54...9..3.6....5....4.5...9.17.86......2.....1...45......4..3..8.1....	failures/top1465-1311.png	-	-	-
1312	Unique	Unique	false	47	18	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedSingle,FinnedSwordfish	....35.69.......8..1.9..3.......68.4.593......7.........25.....5....27.14........	748.35.699......8.21.9..3..3217.68.4.593......74......1.25.....5....27.14.7......	failures/top1465-1312.png	-	-	-
1313	Unique	Unique	false	49	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle	.....42..8....9....64......3..7.5..957.........6..3.4...95..7.2.3.......7..4...16	.....42..8....9....64......34.7.5..957.94......6..35474.95..7.263.......7.54...16	failures/top1465-1313.png	-	-	-
1314	Unique	Unique	false	50	16	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,ClaimingBoxLineReduction	.3.85.1..7..3..2....5..4.6..........284.....7...9..........6.1.6....5......48.3..	.3685217.7..36.2...25..4.63.........284.13..7...9..........6.1.6....5......48.3.6	failures/top1465-1314.png	-	-	-
1315	Unique	Unique	true	0	65	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle	..45....7.2..96............2.....9...438...1.....15.....5...43.78..........18....	864531297327496851519278643251743986943862715678915324195627438782354169436189572	-	-	-	-
1316	Unique	Unique	true	0	70	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair	..3..........51.....23....4......61...19.8..3.....62..798.........8........1.956.	813694725947251836562387194289435617671928453435716289798562341156843972324179568	-	-	-	-
1317	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle	..2...3..1.4.......3....4.6..91.3.....6....2.....85....7...4.1.3..75.9..6........	962548371154367298837291456489123567516479823723685149278934615341756982695812734	-	-	-	-
1318	Unique	Unique	false	41	27	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,FinnedXWing,NakedTriple	...9......85...6..4..2..........6..3..7.......2.43857......79.1......8.539...4...	...9.....9857436124..2.........76..3.37.92...12.43857.....279.1....198.5391854...	failures/top1465-1318.png	-	-	-
1319	Unique	Unique	false	38	34	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,NakedQuad,NakedSingle	.....31.....2..7..43....92.8.2....5.65...4........1.....9.67...3...12.........48.	.....31.....2..7..43.1..92.8.2...35.65.3248....35816.25894672..3.48125.....93548.	failures/top1465-1319.png	-	-	-
1320	Unique	Unique	true	0	66	HiddenSingle,LockedCandidatesPointing,NakedSingle	..2......9...4.......671........8.......643.7....53.6.43.8...2.68.....5.7......1.	162389574973542681854671932396718245518264397247953168431895726689127453725436819	-	-	-	-
1321	Unique	Unique	false	41	27	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedQuad,FinnedXWing	....7......5.6..4..68..42..9...1.3.77............4..21..12....95......8...7....3.	....7..16.75.6.94..68..427.9...1.357716.2..9.853.4.621..12...695......8.6.74...3.	failures/top1465-1321.png	-	-	-
1322	Unique	Unique	false	56	13	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,HiddenPair,NakedPair	.....16.......5..82...8.9.3.3.1.2...5....3......74.3...14........6...4.9..7....6.	.....16.......5..82...8.9.3.3.152..65....3......74.3...14........6...4.9..7....6.	failures/top1465-1322.png	-	-	-
1323	Unique	Unique	false	52	13	HiddenSingle,LockedCandidatesPointing,NakedPair	.9....7..27.4..9..8.43........5713.6.......8......9.....7.3.1......64....6......5	.9....7..27.4..9..8.43976.....5713.6.....3.8......9.....7.3516.....64....6......5	failures/top1465-1323.png	-	-	-
1324	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,NakedSingle	.64...7.....8.1.....3......5......28.7..6...........5.2..5.........4.3..1........	864952713752831964913674285596713428478265139321489657237596841685147392149328576	-	-	-	-
1325	Unique	Unique	false	46	17	HiddenSingle,NakedSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction	.3..8...4......36..6...1..2..3..2.......3815...8....2.2...64..9.862......7.......	.32.8...48...2.36..6.3.1..2..3..2..8.2..38157..8....232...64.39.862......7....2.6	failures/top1465-1325.png	-	-	-
1326	Unique	Unique	true	0	67	HiddenSingle,LockedCandidatesPointing,NakedTriple,NakedSingle,ClaimingBoxLineReduction,NakedQuad	..4....6.....15...6....7.5..9..2.3..3..7....9.....62........8.14..1...7...9..3...	574389162982615734613247958796421385321758649845936217237564891468192573159873426	-	-	-	-
1327	Unique	Unique	false	51	16	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,UniqueRectangle	94.....7...2..76......21....7.8....55.9...86...36......9.7..1..7..9.4..8........6	94.....7...2.976....7.21....7.8....55.9..386...36......9.7..1..7..9.4..8......796	failures/top1465-1327.png	-	-	-
1328	Unique	Unique	false	47	26	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedTriple,ClaimingBoxLineReduction	7.8......4.1....5......74...2..5..8...4.9.2.......6.4.893.4................2..3.9	7.84...9.4.1....5......743..2..54.8...4.9.27.....26.4.893641.2.......8.4.4.2..3.9	failures/top1465-1328.png	-	-	-
1329	Unique	Unique	false	51	14	HiddenSingle,LockedCandidatesPointing	.3.....6....54.2..2...9...7......1.......8.4.....56.7...63....8.45.......87..4...	.3.....64...54.2..2.469...7......1.......8.4.....56.7..263754.8.45...7...87..4...	failures/top1465-1329.png	-	-	-
1330	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,FinnedXWing,NakedSingle,ClaimingBoxLineReduction,NakedPair	.264.....85.........95...7...2.36...........6.7...5..8.1......4....92.5......7.3.	326479185857321469149568273482936517591784326673215948218653794734892651965147832	-	-	-	-
1331	Unique	Unique	false	52	9	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	...5.1..2......4.12.......798..1.....42.6..19.....2..3.1..9..3.79..8...6.........	...5.1..2....2.4.12.1.....798..1.....42.6..191..9.2..3.1..9..3.79..8...6.2.......	failures/top1465-1331.png	-	-	-
1332	Unique	Unique	false	52	11	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedQuad	....6...58..5..2.....8....641.....9....71....7..4....82....3..7..7.8..6..9.....3.	...36...58..5..2.....8..3.641....793...71...47..43...82....3..7..7.8..6..9.....3.	failures/top1465-1332.png	-	-	-
1333	Unique	Unique	false	41	33	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedSingle,NakedQuad,FinnedSwordfish	1....5....3.4..9...7......4..1.........5.97.36.............4.79..8.1.4......8...5	1.4.95..7.3.47.9.1.7......4..1......4825697136.........1..548795.891743..4..8.1.5	failures/top1465-1333.png	-	-	-
1334	Unique	Unique	false	47	17	HiddenSingle,LockedCandidatesPointing,NakedPair	..1..5..6.....9.4.39.....7.2...3...1.8.....9....8.6.....34.........1..8...69..3..	..1.85936...3.914.39.....7.2.9.3.8.1.8.....9313.896.....34.........13.8...69..3..	failures/top1465-1334.png	-	-	-
1335	Unique	Unique	true	0	73	HiddenSingle,NakedSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair	...8...2...6...3...4.2.......3...6.15..9.....8........29.....5.....7........6....	359816427126754398748293165973425681564981273812637549291348756685172934437569812	-	-	-	-
1336	Unique	Unique	false	50	21	LockedCandidatesPointing,NakedTriple,HiddenSingle,NakedSingle,NakedPair,NakedQuad,Swordfish	.....7.1.....4.5...4...3..7..36...9..579.....1.....8...3..59...2.6...1.....2.....	36.5.7.1.71.84.5...4.1.3..7..36...9.6579.....1.....8...31.59...2.6...1.....2.....	failures/top1465-1336.png	-	-	-
1337	Unique	Unique	false	49	11	NakedSingle,LockedCandidatesPointing,HiddenSingle	72..1.....4....8.3..8..........7..31..952.6......8..4......2.....164...9.5....4.8	72..1.5.4.4.2..8.3..8.....2....7..31..952.687....8..45.....2..6..164...9.5....4.8	failures/top1465-1337.png	-	-	-
1338	Unique	Unique	false	49	20	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,FinnedXWing,NakedPair,UniqueRectangle	6..9.....5..1....71.38....4..6...93.....2.........5.82..1......2.....4138...3....	6..9.....5..1....71.38....4.26.18935....2..4..1...5.82.31......2...8.4138...31...	failures/top1465-1338.png	-	-	-
1339	Unique	Unique	true	0	77	HiddenSingle,LockedCandidatesPointing,NakedSingle,ClaimingBoxLineReduction,NakedPair	5..47.....2....9............3.1.9..........87...2.....7.4.6.........31..8........	589472613326815974471396825237189456195634287648257391714968532952743168863521749	-	-	-	-
1340	Unique	Unique	false	54	14	HiddenSingle,LockedCandidatesPointing,NakedTriple,ClaimingBoxLineReduction,NakedSingle,NakedQuad	37.1.....6....5..48........4...8.3...169...8.......2.....7.....9..4..8.6....2...9	37.1....86..8.5..48........4...8.36..169..48.......29....7.....9..4..8.6....2...9	failures/top1465-1340.png	-	-	-
1341	Unique	Unique	true	0	65	HiddenSingle,LockedCandidatesPointing,NakedSingle	16.4...3........7.58..2...1.1.9.....4.......8.28..6.9....738.........5.6..4......	162457839943861275587329461615983742439172658728546193256738914371294586894615327	-	-	-	-
1342	Unique	Unique	false	53	6	HiddenSingle,LockedCandidatesPointing	.6.9..3......7....123........7..9..6....6....84.....2.5928...4......58..6....7..1	76.9..3......7....123........7..9..6....6....846....2.5928...4..71..58..6....7..1	failures/top1465-1342.png	-	-	-
1343	Unique	Unique	false	29	37	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle,NakedPair,FinnedXWing	..8....2.7.4....8.1..9..6...7..6.5.......3.69.2....74...65....3.8...4............	5.8.4..2.7.4....8.13298.6.4971468532845..31696231..7484165..8.338...42..25.83.4..	failures/top1465-1343.png	-	-	-
1344	Unique	Unique	false	52	10	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..247..58..............1.4.....2...9528.9.4....9...1.........3.3....75..685..2...	..247..58..............1.4.....2...952819.4....9...1252......3.3....75.2685..2...	failures/top1465-1344.png	-	-	-
1345	Unique	Unique	false	52	6	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	..2....4..1.....328....1.7...7.15.6..5....4.7.........79.5...2...6..2...2..89.6..	.72....4..1.....328....1.7...7.15.6..5....4.7.........79.5...2...61.27..2..8976..	failures/top1465-1345.png	-	-	-
1346	Unique	Unique	false	54	5	HiddenSingle,ClaimingBoxLineReduction	...5...4.....132.7....4.6..4.......2.5.........27..3.9.6.3.2.8...7........18..7..	...5...4.....132.7....4.6..4.......2.5.........27.43.9.6.372.8...74.1.....18..7..	failures/top1465-1346.png	-	-	-
1347	Unique	Unique	false	51	15	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle	.....21..9.2.7..3..8.3.................5..7.4136.......7..6582....8.4..........6.	.....21..9.2.7..3..8.3........2........536714136..7....7..6582....8.4......7.346.	failures/top1465-1347.png	-	-	-
1348	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair	.8..7.........46...1...........2..716.53.....4........3....6......7...8.......5..	286573914753914628914268753839625471675341892421897365398156247542739186167482539	-	-	-	-
1349	Unique	Unique	true	0	66	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedSingle,NakedPair	.7...1...92..8.....64..92.52.....9...9...6.1...7...8.....8..6.........5.4....512.	875621394923584761164739285246158973398476512517293846751842639632917458489365127	-	-	-	-
1350	Unique	Unique	false	51	11	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple	.3.6..8........7.5...5...126..4......149.....8.2.6...........7.....8.2.19.1....4.	.3.6..894...8..7.5...5...126..4..1...149.....8.2.6.4........97.....892.19.1....4.	failures/top1465-1350.png	-	-	-
1351	Unique	Unique	false	47	28	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedTriple,NakedQuad,FinnedXWing,FinnedSwordfish	..7........48........123..5...91...46....29...1....2..4.........7....1.9...3.68..	..7..9.....48.7.9..6.123475...91..6464...29...1....2..4....1..6.76...1.9..13.68..	failures/top1465-1351.png	-	-	-
1352	Unique	Unique	false	52	12	HiddenSingle,LockedCandidatesPointing	...46....84......3.5..8....312.5.4.....3........1.6...2.....98......7..4.95.2..1.	.2.46....84......3.5..8..4.312.5.4.....3.2......1.6.3.2.....98......7..4.95.2.31.	failures/top1465-1352.png	-	-	-
1353	Unique	Unique	true	0	74	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedTriple	....3......3.1.75.42.8..........93.56...4....9.8.........2..8.......36.9.17......	176532984893416752425897136742689315631745298958321467369254871584173629217968543	-	-	-	-
1354	Unique	Unique	true	0	67	HiddenSingle,LockedCandidatesPointing,NakedQuad,NakedSingle,NakedTriple	1..6........7......74..13..73.....18..89...........26.....5..2....82...5.953.....	153648792926735481874291356732564918618972543549183267381457629467829135295316874	-	-	-	-
1355	Unique	Unique	true	0	69	HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedSingle	..8.5....65..1...4......1.7.....47.9..2.......3....8...6.3.....8....75...9..62...	418753296657219384329486157186524739572938641934671825261345978843197562795862413	-	-	-	-
1356	Unique	Unique	false	39	28	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple	....92...5...8.6....63..1....12.7....2..4....9..538..........8........977.8.....3	..36928..5...8.63..863..1.9351267948827.4.3..9645387.........8....8...977.8.....3	failures/top1465-1356.png	-	-	-
1357	Unique	Unique	false	51	14	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,ClaimingBoxLineReduction,NakedQuad,FinnedXWing	7..9.2..53.....9.7.4.7...8....2.........1..3...46..21..1.......2.7...6...3...1..8	7..9.2..53..1..9.7.4.7...8.1.32.........1..3...46..219.1.......2.73..6.1.3...1..8	failures/top1465-1357.png	-	-	-
1358	Unique	Unique	false	48	26	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedQuad,UniqueRectangle	.2..58.9.5.3.6..4..6....8..1...3.....9..1..2....5....7...9........7.....6.4...5..	.2..58.9.583.6974..6..7.8..1...3.9...9..1..2....59...7...9...7....7.....674.2.589	failures/top1465-1358.png	-	-	-
1359	Unique	Unique	false	36	27	HiddenSingle,LockedCandidatesPointing,FinnedXWing,NakedPair,NakedSingle,NakedTriple,ClaimingBoxLineReduction	...6...5....3......2..947..6.9..23.8.1.....26.......4.3....6..9..89.3...4..27....	93.6...5..4.3...9.82..947..659..23.871483..26283.6..4.372..6.89.689.3...49.278...	failures/top1465-1359.png	-	-	-
1360	Unique	Unique	false	54	6	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction	...4...62.5.81......7......1.29.8.........3..9...6.....241..6....1..67..6.....23.	...4...62.5681......76.....1.29.8.........3..9...6.....241..6....1..67..6.....231	failures/top1465-1360.png	-	-	-
1361	Unique	Unique	true	0	72	LockedCandidatesPointing,NakedTriple,NakedSingle,HiddenSingle	8.......1...95.................7.42.3.16...............4....57.6..3.8.........2..	895432761416957382732816945968571423321694857574283619243169578657328194189745236	-	-	-	-
1362	Unique	Unique	false	44	29	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedSingle,NakedPair	.472.........96..1..2........6..4.3...8.1.......8........9....36....274.7.4..8..9	.472....6853.96..1.62........6..4.38..8.1.......8........947..3689132745734..8..9	failures/top1465-1362.png	-	-	-
1363	Unique	Unique	false	53	10	NakedSingle,HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,HiddenPair	..9..1....7.8.....1....6.3.4....36......5......5.7.24.....6...8.3....1.26....8.5.	..9..1....7.8.....1....6.3.4...836.5....5......5.7924.....6...8.3....1626...18.5.	failures/top1465-1363.png	-	-	-
1364	Unique	Unique	true	0	65	HiddenSingle,LockedCandidatesPointing,NakedSingle	..2.4.......5.1..39...8.....1..3..78.9.........8.1...6..5....8.3...2.5.4471......	132749865847561293956382741514236978693478152728915436265194387389627514471853629	-	-	-	-
1365	Unique	Unique	false	53	7	HiddenSingle,LockedCandidatesPointing,NakedSingle	9...4.5...2.....1....581....8...76..3....4..5.5.....97.......6..32..54..1....2...	9..24.5...2.....1....581...28..576..3....4..5.5.....97.......6..32..54..1....2.5.	failures/top1465-1365.png	-	-	-
1366	Unique	Unique	true	0	66	HiddenSingle,LockedCandidatesPointing,NakedSingle,NakedPair,FinnedXWing,FinnedSwordfish	1.2..49...4..9....9..7.1.....45....6.3.........8.621....1..9...4..1..5...6....8..	172384965843695271956721384214538796635917428798462153321859647489176532567243819	-	-	-	-
1367	Unique	Unique	false	52	13	NakedSingle,HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,UniqueRectangle	.6..3....1..2.....2...7..5.9........5..8...41.....29.8.......64.....6.....41.95.2	.6..3.2..1..2.....2...7..5.9......255..89..41.....29.8.......64.....6...6.41895.2	failures/top1465-1367.png	-	-	-
1368	Unique	Unique	false	50	16	HiddenSingle,LockedCandidatesPointing,NakedPair,NakedTriple,NakedSingle,FinnedXWing,FinnedSwordfish	........185....67...64..5..6....2..3..467..1...8...........6.....3.1..49..1.34...	....6.3.185....674..64.75..6....2..3..467..1...8...........613..63.1..49..1.34...	failures/top1465-1368.png	-	-	-
1369	Unique	Unique	false	36	37	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,NakedTriple,HiddenPair,FinnedSwordfish	4..8....37.......4..372...6.2.....6..3.5..7.....6..9..8.....4...1...5....5..9....	49.8...7376.9....4.83724.9692..47.6.63.5.9742.476.29..879...4...1..75..9.5..98..7	failures/top1465-1369.png	-	-	-
1370	Unique	Unique	false	48	17	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedPair,NakedSingle,FinnedXWing	..24...9..7.3.....9.4..13.5..8...........5.1.74.....2...186.9........4.2...2...5.	..24...9..7.3..2..9.4.213.5..8..2........5.1.74.1...2...18649.....51.4624..2...5.	failures/top1465-1370.png	-	-	-
1371	Unique	Unique	true	0	73	HiddenSingle,LockedCandidatesPointing,ClaimingBoxLineReduction,NakedTriple,NakedPair,NakedSingle,FinnedXWing	....9.......681.4....4..2.1....3...6..1..........26859.47.........9.5...2.8...1..	184592637732681945569473281825739416691854372473126859947218563316945728258367194	-	-	-	-
